,sample_id,# MS2 peaks,# MS3 peaks,# MS4 peaks,# MS5 peaks,Parent m/z,MA (lower est.),MA (upper est.),MA (mean est.),MA (est.),MA (MW est.),formula,MW,CAS,SMILES,Dataset,MA,Error
230,5repeatAllMolecules/CITCO_5,44,218,0,0,437.9807,19.5351397,34.55820406,28.13868574,"[29.8499472  26.27073781 31.09617342 27.8148796  28.36941801 32.10883627
 27.60672347 30.41879644 34.55820406 19.5351397  33.16040654 30.48979273
 27.42398085 26.03788324 26.39742318 30.13346298 29.58468887 22.60503326
 24.58957105 24.72261619]",30.16910343,C19H12Cl3N3OS,434.976668,338404-52-7,Clc1ccc(-c2nc3sccn3c2/C=N/OCc2ccc(Cl)c(Cl)c2)cc1,NatComm,19,9.138685745
231,5repeatAllMolecules/Cefpodoxime_1,122,131,0,0,428.0687,21.92431716,32.03149786,27.07031754,"[32.03149786 29.57227363 23.20829345 27.23678488 25.34239365 28.79667476
 27.84534717 31.0072801  26.69083641 29.48369013 27.05217846 26.21819555
 21.92431716 28.394178   22.87353763 28.35946849 22.63262777 27.85101367
 28.82806438 26.05769768]",30.28359337,C15H17N5O6S2,427.062029,80210-62-4,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,NatComm,21,6.070317541
232,5repeatAllMolecules/Ceftiofur_1,83,241,0,0,524.036,30.57597613,37.73849042,33.86385365,"[34.19405369 32.07804048 35.50343103 31.45253655 32.67331658 32.70354349
 34.51071481 34.44861889 31.83662278 30.7648054  35.53136291 36.40710021
 37.73849042 30.57597613 37.56957457 33.16142895 31.7174044  32.09961833
 36.2810894  36.02934404]",36.26667675,C19H17N5O7S3,523.029016,80370-57-6,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,NatComm,25,8.863853653
233,5repeatAllMolecules/Ceftiofur_2,137,73,0,0,524.1652,31.59736513,37.73749402,34.51122001,"[34.25467504 33.48915394 34.02115397 31.87223416 34.59897558 32.68841374
 37.73749402 36.28360176 33.46228964 36.30635637 37.04500023 34.09474906
 34.33962104 33.64319158 35.84632934 35.57083858 35.9093824  31.59736513
 34.41933957 33.04423503]",36.3708149,C19H17N5O7S3,523.029016,80370-57-6,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,NatComm,25,9.511220009
234,5repeatAllMolecules/Ceftiofur_3,77,253,0,0,524.5316,28.94934694,40.04717562,34.0003012,"[28.94934694 35.52240608 37.60199678 32.68496177 35.84453059 32.38114635
 37.2315092  31.44129309 34.35561513 37.18560841 32.06825739 34.34540686
 32.33215805 35.66863041 35.29657575 31.21779976 31.88262005 31.08802266
 32.86096314 40.04717562]",37.9550546,C19H17N5O7S3,523.029016,80370-57-6,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,NatComm,25,9.000301202
235,5repeatAllMolecules/Ceftiofur_4,78,116,0,0,524.478,29.63374919,41.97045995,34.86137989,"[40.72765584 33.66689139 29.63374919 30.6436077  37.68470098 35.47337301
 35.05393798 41.97045995 36.14090609 30.85824625 33.94206514 40.60520613
 35.45974026 31.08135301 29.64724812 32.55062782 30.6768649  35.82559613
 39.87740932 35.70795868]",35.75248453,C19H17N5O7S3,523.029016,80370-57-6,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,NatComm,25,9.861379894
236,5repeatAllMolecules/Ceftiofur_5,90,111,0,0,524.0358,29.24090071,38.08663669,33.40506469,"[35.28967072 29.24090071 30.4012669  34.10603531 30.21764597 32.58748648
 30.07419586 37.2182253  31.82597951 34.26096635 37.53202291 32.64701472
 29.60820969 32.39296229 34.0073239  35.62841741 38.08663669 30.44238685
 37.80663025 34.72731597]",38.81485857,C19H17N5O7S3,523.029016,80370-57-6,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1,NatComm,25,8.40506469
237,5repeatAllMolecules/Chlorquinaldol_1,23,83,0,0,229.5149,9.290134161,15.88999574,13.71107013,"[13.71561378 15.79411269 14.21784771 11.74368168 14.72278895 14.35692716
 14.05610629 12.58939035 14.26954512 12.4170511  13.63870776 14.92778069
  9.29013416 12.20909565 15.25324129 15.88999574 14.74909395 13.8476301
 11.43562742 15.09703098]",14.77621906,C10H7Cl2NO,226.99047,72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,NatComm,10,3.711070129
238,5repeatAllMolecules/Chlorquinaldol_2,22,105,0,0,229.515,9.459768886,16.78594812,13.13623753,"[14.47524118 15.36070125 13.6581473  12.14114883 16.78594812  9.97096954
 10.64496323 13.02462592 11.95212739 14.05184933 14.27432459 12.19365283
 14.35236147  9.69898975 14.62027089 15.52980559  9.45976889 15.117506
 12.4626618  12.94968661]",15.41884816,C10H7Cl2NO,226.99047,72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,NatComm,10,3.136237526
239,5repeatAllMolecules/Chlorquinaldol_3,23,109,0,0,229.515,9.459768886,16.78594812,13.13623753,"[14.47524118 15.36070125 13.6581473  12.14114883 16.78594812  9.97096954
 10.64496323 13.02462592 11.95212739 14.05184933 14.27432459 12.19365283
 14.35236147  9.69898975 14.62027089 15.52980559  9.45976889 15.117506
 12.4626618  12.94968661]",15.41884816,C10H7Cl2NO,226.99047,72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,NatComm,10,3.136237526
240,5repeatAllMolecules/Chlorquinaldol_4,25,152,0,0,229.5151,9.645979789,16.20564157,13.16477221,"[15.16466247  9.64597979 11.52831662 14.91562693 11.87483918 10.01258377
 16.20564157 15.51175743 10.47399713 14.87762341 13.82245259 12.19459349
 11.46038147 14.52506012 10.48273804 15.24384557 13.56063817 12.80714466
 14.11167068 14.87589118]",15.49130484,C10H7Cl2NO,226.99047,72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,NatComm,10,3.164772212
241,5repeatAllMolecules/Chlorquinaldol_5,23,52,0,0,229.515,9.613700086,16.56678964,13.27302086,"[12.43109044 12.7925745  14.03901116 16.14459177 11.4975181  15.46476099
 13.17296382 14.79553078 13.79602635 14.58845387 15.39420443 10.8422945
 12.1618434  11.53652069 11.49876381 13.55584984 16.56678964 13.33628942
  9.61370009 12.23163967]",15.41884816,C10H7Cl2NO,226.99047,72-80-0,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,NatComm,10,3.273020864
242,5repeatAllMolecules/Clozapine_1,11,33,0,0,327.1365,15.95353803,24.23003931,19.70943165,"[20.15474615 21.74627078 20.10067622 18.84344765 21.82928179 21.50673195
 24.23003931 20.54552576 15.95353803 19.53399676 17.82954983 18.42707944
 19.40477932 19.6545603  22.83709235 17.51694245 18.9767196  18.18806846
 18.02443214 18.88515474]",24.04578901,C18H19ClN4,326.129824,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,NatComm,14,5.709431652
243,5repeatAllMolecules/Clozapine_2,12,31,0,0,327.1365,15.95353803,24.23003931,19.70943165,"[20.15474615 21.74627078 20.10067622 18.84344765 21.82928179 21.50673195
 24.23003931 20.54552576 15.95353803 19.53399676 17.82954983 18.42707944
 19.40477932 19.6545603  22.83709235 17.51694245 18.9767196  18.18806846
 18.02443214 18.88515474]",24.04578901,C18H19ClN4,326.129824,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,NatComm,14,5.709431652
244,5repeatAllMolecules/Clozapine_3,12,29,0,0,327.1365,14.6158449,22.10058769,19.26739575,"[20.64442613 20.23624032 21.04394869 17.00046737 16.44393575 20.99293851
 20.15409847 18.01371965 18.65550059 15.9718672  22.02761898 20.87865969
 16.37251414 14.6158449  22.10058769 21.7172316  15.87580727 19.73662733
 21.91420537 20.95167525]",24.04578901,C18H19ClN4,326.129824,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,NatComm,14,5.267395745
245,5repeatAllMolecules/Clozapine_4,12,33,0,0,327.1364,16.0731148,22.28554818,19.22152469,"[20.69462511 21.04704725 20.97131256 16.0731148  21.80907398 20.6029223
 20.80752556 18.74401841 16.48939969 22.28554818 18.00019276 17.31296048
 20.06333944 19.17064161 19.61625571 17.18210153 19.18736339 18.87408256
 16.34223587 19.15673258]",22.10093822,C18H19ClN4,326.129824,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,NatComm,14,5.221524688
246,5repeatAllMolecules/Clozapine_5,9,31,0,0,327.1364,13.34246276,22.34466735,18.92212779,"[19.62874975 19.66476531 21.24699202 16.21082189 16.89600996 19.98962324
 21.90918621 17.29934445 17.09272273 16.1205578  21.79355476 20.225191
 16.17613251 13.34246276 22.34466735 21.92928689 16.87959868 19.65527704
 20.26198839 19.77562312]",22.10093822,C18H19ClN4,326.129824,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,NatComm,14,4.922127792
247,5repeatAllMolecules/Clozapine_5_20181219034749,38,218,0,0,298.9551,10.34088901,22.20644291,17.58570095,"[16.43148756 19.17199328 18.39673461 16.29344958 10.34088901 19.55036191
 17.37621317 15.99782022 17.02663137 19.1031063  19.36282189 16.81952546
 18.00269048 15.71391866 18.56871296 22.20644291 17.4950312  20.59361935
 17.29409329 15.96847574]",19.63179418,C18H19ClN4,326.129824,5786-21-0,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,NatComm,14,3.585700948
248,5repeatAllMolecules/Cyclosulfamuron_1,26,49,0,0,422.112,24.17705262,32.24337772,27.26941953,"[27.53639262 27.7486749  28.04222363 32.24337772 30.01358417 27.85770251
 29.63995409 26.56341696 25.38459691 24.90298908 25.9302791  24.25010077
 24.18589434 28.46486642 26.97117552 24.17705262 25.8121631  27.23712129
 29.15813591 29.26868886]",31.61428678,C17H19N5O6S,421.105606,136849-15-5,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,NatComm,22,5.269419526
249,5repeatAllMolecules/Cyclosulfamuron_2,24,55,0,0,422.1121,22.12848279,31.5070554,27.35091099,"[29.5992536  25.04825107 27.4001062  31.5070554  30.67060361 26.14948078
 26.51407333 25.39509356 28.27344694 27.02944353 27.03092957 27.57262152
 31.15957206 24.74479144 27.18027166 26.77370968 28.80808947 26.83392475
 22.12848279 27.19901893]",30.87014031,C17H19N5O6S,421.105606,136849-15-5,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,NatComm,22,5.350910995
250,5repeatAllMolecules/Cyclosulfamuron_3,21,52,0,0,422.112,24.17705262,32.24337772,27.26941953,"[27.53639262 27.7486749  28.04222363 32.24337772 30.01358417 27.85770251
 29.63995409 26.56341696 25.38459691 24.90298908 25.9302791  24.25010077
 24.18589434 28.46486642 26.97117552 24.17705262 25.8121631  27.23712129
 29.15813591 29.26868886]",31.61428678,C17H19N5O6S,421.105606,136849-15-5,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,NatComm,22,5.269419526
251,5repeatAllMolecules/Cyclosulfamuron_4,22,58,0,0,422.112,24.17705262,32.24337772,27.26941953,"[27.53639262 27.7486749  28.04222363 32.24337772 30.01358417 27.85770251
 29.63995409 26.56341696 25.38459691 24.90298908 25.9302791  24.25010077
 24.18589434 28.46486642 26.97117552 24.17705262 25.8121631  27.23712129
 29.15813591 29.26868886]",31.61428678,C17H19N5O6S,421.105606,136849-15-5,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,NatComm,22,5.269419526
252,5repeatAllMolecules/Cyclosulfamuron_5,21,59,0,0,422.1121,24.60866896,32.15870731,27.56248611,"[26.44961731 29.15802399 27.94350971 31.92507447 27.52941024 30.288456
 24.60866896 26.46039617 26.08019489 25.64448528 27.99283261 25.05967892
 28.61190907 27.07869955 25.24841287 26.77676521 24.65105878 30.19572464
 32.15870731 27.38809619]",30.87014031,C17H19N5O6S,421.105606,136849-15-5,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,NatComm,22,5.562486108
253,5repeatAllMolecules/DPH_1,11,136,0,0,337.1091,13.23582456,20.14722775,16.52098176,"[17.05791537 16.12857655 18.11304981 18.35124784 16.27400893 13.23582456
 17.2726828  18.33844426 14.22089107 16.83679606 15.23024129 15.71188174
 15.76686664 14.81819306 15.79591995 16.30026531 20.14722775 17.97042508
 16.90238107 15.94679612]",24.26728372,C18H13FN4O2,336.102254,484049-04-9,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,NatComm,16,0.520981762
254,5repeatAllMolecules/DPH_2,10,142,0,0,337.1091,13.22718859,21.53021151,17.08544047,"[18.26214042 17.04707348 19.50190498 18.26580157 15.63187083 16.44815616
 19.04893535 17.77163381 16.1584483  17.95190666 13.22718859 16.1259873
 14.59600901 16.73842179 19.19207048 15.33214947 19.10091899 21.53021151
 13.38131025 16.39667053]",24.26728372,C18H13FN4O2,336.102254,484049-04-9,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,NatComm,16,1.085440474
255,5repeatAllMolecules/DPH_3,13,146,0,0,337.1091,15.98524683,22.99678715,19.1367437,"[18.46356303 19.20367788 21.15255738 21.92949795 19.44184131 16.26320983
 22.99678715 17.66995835 18.26692844 19.68732434 15.98524683 16.38765251
 18.0297313  17.91880935 21.60267456 18.78765105 21.61917236 20.42811374
 18.13028546 18.77019119]",24.26728372,C18H13FN4O2,336.102254,484049-04-9,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,NatComm,16,3.136743701
256,5repeatAllMolecules/DPH_4,9,168,0,0,337.1091,17.26317901,24.01983471,20.78861889,"[21.15582639 21.9178714  22.81855045 24.01983471 17.29046943 19.82818819
 21.98540181 21.55304649 20.53517028 23.83905639 18.66093172 17.41001641
 17.26317901 22.20868319 21.18225572 21.04162676 20.21968119 21.98645336
 19.30728945 21.54884548]",24.26728372,C18H13FN4O2,336.102254,484049-04-9,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,NatComm,16,4.788618891
257,5repeatAllMolecules/DPH_5,14,187,0,0,337.1091,16.55700971,22.12104007,19.58212153,"[19.98466334 19.7124032  20.65140214 17.71671543 17.9094788  19.01460308
 20.73229558 18.4557685  18.26497583 21.17107041 22.12104007 20.13867096
 19.2046785  17.66488036 20.8146963  19.92336615 16.55700971 20.72401904
 21.34950259 19.53119068]",24.26728372,C18H13FN4O2,336.102254,484049-04-9,O=C1NC(=O)C(c2cn(-c3ccccc3)nc2-c2ccc(F)cc2)N1,NatComm,16,3.582121533
258,5repeatAllMolecules/D_Plus_Biotin_1,58,227,0,0,245.0949,11.40188826,17.46213508,14.46889416,"[14.60407329 17.46213508 13.84945813 13.26916499 11.92985516 14.3253416
 15.1117928  16.53263979 14.91521749 11.9709212  16.82413839 13.49049427
 16.37995453 15.86734461 16.32306868 12.42139815 11.40188826 16.26021253
 13.90947336 12.52931093]",17.07887356,C10H16N2O3S,244.088165,58-85-5,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,NatComm,11,3.468894162
259,5repeatAllMolecules/D_Plus_Biotin_2,70,200,0,0,245.0949,11.40188826,17.46213508,14.46889416,"[14.60407329 17.46213508 13.84945813 13.26916499 11.92985516 14.3253416
 15.1117928  16.53263979 14.91521749 11.9709212  16.82413839 13.49049427
 16.37995453 15.86734461 16.32306868 12.42139815 11.40188826 16.26021253
 13.90947336 12.52931093]",17.07887356,C10H16N2O3S,244.088165,58-85-5,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,NatComm,11,3.468894162
260,5repeatAllMolecules/D_Plus_Biotin_3,69,208,0,0,245.0949,11.40188826,17.46213508,14.46889416,"[14.60407329 17.46213508 13.84945813 13.26916499 11.92985516 14.3253416
 15.1117928  16.53263979 14.91521749 11.9709212  16.82413839 13.49049427
 16.37995453 15.86734461 16.32306868 12.42139815 11.40188826 16.26021253
 13.90947336 12.52931093]",17.07887356,C10H16N2O3S,244.088165,58-85-5,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,NatComm,11,3.468894162
261,5repeatAllMolecules/D_Plus_Biotin_4,61,219,0,0,245.0949,11.40188826,17.46213508,14.46889416,"[14.60407329 17.46213508 13.84945813 13.26916499 11.92985516 14.3253416
 15.1117928  16.53263979 14.91521749 11.9709212  16.82413839 13.49049427
 16.37995453 15.86734461 16.32306868 12.42139815 11.40188826 16.26021253
 13.90947336 12.52931093]",17.07887356,C10H16N2O3S,244.088165,58-85-5,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,NatComm,11,3.468894162
262,5repeatAllMolecules/D_Plus_Biotin_5,69,216,0,0,245.0949,11.40188826,17.46213508,14.46889416,"[14.60407329 17.46213508 13.84945813 13.26916499 11.92985516 14.3253416
 15.1117928  16.53263979 14.91521749 11.9709212  16.82413839 13.49049427
 16.37995453 15.86734461 16.32306868 12.42139815 11.40188826 16.26021253
 13.90947336 12.52931093]",17.07887356,C10H16N2O3S,244.088165,58-85-5,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,NatComm,11,3.468894162
263,5repeatAllMolecules/Dienogest_1,176,132,0,0,312.1954,9.271500812,17.39321568,13.03883286,"[16.24001547 17.39321568 12.25767877 14.87883269 15.11272116 11.30816354
 12.41706531 14.09484988 10.15024663  9.27150081 14.31030231 10.7954635
 10.65027481 10.33730298 11.60172927 10.33017988 14.68037733 12.93312779
 16.52008699 15.49352249]",21.67330589,C20H25NO2,311.188529,65928-58-7,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,NatComm,11,2.038832864
264,5repeatAllMolecules/Dienogest_2,135,141,0,0,312.1953,9.485407991,17.27212644,12.85912184,"[16.43220088 16.85917536 11.4956409  13.72089413 13.56500665 11.26031276
 12.87864698 12.35236797 10.27576931  9.48540799 13.5974798  10.79967736
 11.01597556 10.5542806  12.87866046 12.1699811  14.41742286 11.8912846
 17.27212644 14.26012512]",20.98668763,C20H25NO2,311.188529,65928-58-7,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,NatComm,11,1.859121841
265,5repeatAllMolecules/Dienogest_3,148,136,0,0,312.1954,13.81188792,20.45498671,17.10885469,"[18.75577544 18.63667718 15.12438384 19.51059281 17.99394879 15.70872194
 16.08227975 18.38237484 17.22122372 16.51090569 17.60335823 15.7369751
 16.82479938 20.45498671 16.0815742  17.98531735 13.98383962 17.21598618
 13.81188792 18.55148504]",21.67330589,C20H25NO2,311.188529,65928-58-7,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,NatComm,11,6.108854686
266,5repeatAllMolecules/Dienogest_4,172,131,0,0,312.1955,9.405863477,17.60263518,13.05194703,"[14.94575828 17.60263518 13.07865299 13.97679337 14.7578787  11.88322922
 13.45957264 11.76802177 11.359372    9.40586348 13.79232017 11.56128419
 10.16552455 11.76954194 13.41477987 10.49094262 14.52910057 11.86456737
 15.73772329 15.47537843]",20.52305607,C20H25NO2,311.188529,65928-58-7,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,NatComm,11,2.051947031
267,5repeatAllMolecules/Dienogest_5,89,112,0,0,312.1952,10.87874365,16.33917292,13.65778904,"[14.2674059  13.09501392 13.63360581 13.93284503 12.67322396 15.52954717
 14.31417407 15.34394185 14.49752928 13.20548114 10.87874365 12.04976043
 12.17228269 13.62159668 16.33917292 13.27201357 13.75959655 15.32081622
 11.93911147 13.30991841]",21.23391771,C20H25NO2,311.188529,65928-58-7,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)CC#N,NatComm,11,2.657789036
268,5repeatAllMolecules/Diethyl5amino3methyl24_1,121,347,0,0,348.2316,17.10809203,26.59369058,21.91312129,"[26.59369058 17.10809203 19.65285767 22.63626855 21.7593341  25.61591306
 24.99929667 19.15608906 22.16197676 18.73473241 23.63547601 20.69740773
 20.92591291 22.39541426 21.16757026 19.84849898 22.81663875 23.03795168
 24.40789582 20.91140855]",25.19582977,C11H15NO4S,257.072181,4815-30-9,CCOC(=O)c1sc(N)c(C(=O)OCC)c1C,NatComm,9,12.91312129
269,5repeatAllMolecules/Diethyl5amino3methyl24_2,102,3770,0,0,348.2314,12.16851107,19.80148631,15.60723018,"[15.13448036 15.83516038 15.97698365 16.35727167 13.41361354 16.36477099
 12.16851107 15.49497667 16.28978799 14.83782678 19.80148631 19.78647715
 13.95844543 15.46969256 12.17254678 13.53591508 16.49877363 16.32551585
 18.36382829 14.35853941]",24.74941193,C11H15NO4S,257.072181,4815-30-9,CCOC(=O)c1sc(N)c(C(=O)OCC)c1C,NatComm,9,6.607230181
270,5repeatAllMolecules/Diethyl5amino3methyl24_3,92,4321,0,0,348.2314,11.59825311,19.36255408,16.05824533,"[16.93321336 18.19885022 15.20917606 13.23031147 14.01449591 16.36971736
 14.24712942 19.36255408 18.29222726 18.6818477  18.95859296 12.66136408
 15.24823074 16.05885076 19.00254242 11.59825311 15.37886416 18.21203929
 14.02991636 15.47672982]",24.74941193,C11H15NO4S,257.072181,4815-30-9,CCOC(=O)c1sc(N)c(C(=O)OCC)c1C,NatComm,9,7.058245327
271,5repeatAllMolecules/Diethyl5amino3methyl24_4,182,7072,0,0,348.0222,14.94967731,22.0314377,17.66362792,"[16.76514329 15.92220576 19.86269281 17.7576156  16.99003409 15.53011402
 22.0314377  16.37192492 17.73048344 19.17954822 18.41693506 17.70957211
 14.94967731 21.36663832 16.06828297 18.68897711 17.0014538  15.49975611
 19.57173364 15.85833209]",25.63186466,C11H15NO4S,257.072181,4815-30-9,CCOC(=O)c1sc(N)c(C(=O)OCC)c1C,NatComm,9,8.663627919
272,5repeatAllMolecules/Diosmetin_1,28,977,0,0,301.1403,15.62469095,22.37858091,18.82447357,"[17.22935615 18.58450168 22.37858091 22.13721398 19.10672604 19.59166546
 17.65488451 15.62469095 16.9348578  16.10375239 18.39863433 19.63305356
 17.45069738 20.14562003 18.7021687  18.05196595 20.74885783 18.28784892
 20.66912542 19.05526937]",21.96256602,C16H12O6,300.06339,520-34-3,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,NatComm,11,7.824473569
273,5repeatAllMolecules/Diosmetin_2,29,267,0,0,301.1404,15.36434915,22.14156492,18.53452083,"[18.47286924 17.17229445 17.21170383 20.08643591 19.66817915 19.91922912
 15.43755619 21.96029436 19.09479458 21.17088796 15.36434915 18.72892069
 16.77202483 22.14156492 17.19937839 18.00407967 19.09047601 16.13883304
 17.69636549 19.36017961]",21.57839163,C16H12O6,300.06339,520-34-3,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,NatComm,11,7.534520829
274,5repeatAllMolecules/Diosmetin_3,16,1532,0,0,300.5989,15.46712241,22.81898765,18.78502637,"[18.09601706 15.46712241 17.26320917 18.76337968 19.34578059 18.25275069
 18.97308259 19.45444082 19.46733697 16.93330803 22.07097999 19.21660853
 18.6405367  19.22415719 22.81898765 18.64405086 17.00554706 17.9736716
 20.41621867 17.67334112]",19.42606109,C16H12O6,300.06339,520-34-3,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,NatComm,11,7.785026369
275,5repeatAllMolecules/Diosmetin_4,15,104,0,0,301.28425,15.89746223,22.69091327,19.17672249,"[20.83271662 17.9134041  21.36320396 18.29413495 21.90831365 16.8606003
 19.25941123 15.89746223 20.15779192 20.9023913  17.43854823 20.21077789
 20.15980657 16.16261986 16.60245054 18.24444671 20.73894402 21.07560764
 22.69091327 16.82090476]",20.59972172,C16H12O6,300.06339,520-34-3,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,NatComm,11,8.176722489
276,5repeatAllMolecules/Diosmetin_5,7,188,0,0,300.8946,14.38975263,22.1665263,18.59638227,"[19.45048097 18.23834941 19.02712965 15.05409954 19.64156808 17.77368443
 22.1665263  14.38975263 15.9148083  17.88452431 21.29144962 18.98630779
 18.90011138 18.12105578 17.78183736 17.19638277 19.93811744 17.06771565
 21.38516821 21.71857583]",21.09885547,C16H12O6,300.06339,520-34-3,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,NatComm,11,7.596382273
277,5repeatAllMolecules/Dipyridamole_1,93,716,0,0,505.3237,27.97672365,38.44433763,32.6995579,"[34.59229562 29.06171941 33.14674009 27.97672365 32.41485423 34.18441084
 30.178085   29.46720584 30.39170875 38.44433763 33.1150269  35.82204636
 34.05669268 33.06784888 37.78636899 32.60519273 28.95521102 33.93499927
 33.40194054 31.38774968]",34.39233569,C24H40N8O4,504.317252,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,NatComm,13,19.6995579
278,5repeatAllMolecules/Dipyridamole_2,91,951,0,0,505.3238,24.25811846,38.32235125,33.06377884,"[33.00288849 33.97013459 30.2031512  37.20036017 36.28486465 31.35629874
 34.34572667 38.32235125 33.81809381 30.650852   37.702404   24.25811846
 29.49970677 28.91026974 29.32103103 38.29039035 33.05915014 34.27512109
 35.41164833 31.3930153 ]",36.40556135,C24H40N8O4,504.317252,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,NatComm,13,20.06377884
279,5repeatAllMolecules/Dipyridamole_3,90,366,0,0,505.3238,26.28188734,41.3454802,32.82617727,"[32.63686039 36.42669096 34.81549394 32.11371834 37.6133995  33.78685199
 29.73770443 33.48906126 29.49817811 32.75499371 31.9828685  29.71682343
 34.40401987 26.28188734 30.90746166 31.58425471 41.3454802  31.89946235
 36.98381624 28.5445185 ]",36.40556135,C24H40N8O4,504.317252,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,NatComm,13,19.82617727
280,5repeatAllMolecules/Dipyridamole_4,86,629,0,0,505.3237,26.98799921,39.16978472,33.0465638,"[31.9530996  32.56866585 31.89764828 34.98728071 32.5403962  30.94517957
 32.53166849 34.06901978 30.22943344 26.98799921 31.45243187 33.12450003
 34.67401489 38.39841365 32.71457258 32.60248586 39.16978472 32.54378412
 31.42480613 36.11609105]",34.39233569,C24H40N8O4,504.317252,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,NatComm,13,20.0465638
281,5repeatAllMolecules/Dipyridamole_5,99,1406,0,0,505.3237,27.75780789,37.23343373,32.4563563,"[31.68107137 33.59610562 28.86622086 30.87605131 34.27040107 27.75780789
 34.37703884 31.53500781 34.35767163 32.57505791 30.6324354  36.11184327
 31.41437422 35.51547581 37.23343373 27.82117061 35.37780331 33.41635814
 30.46816334 31.24363379]",34.39233569,C24H40N8O4,504.317252,58-32-2,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,NatComm,13,19.4563563
